chr	start	end
m_chr8_45	chr8	44596426	45406050
m_chr8_46	chr8	45455291	46228756
m_chr8_47	chr8	46306612	46377258
m_chr8_48	chr8	46540455	50082621
m_chr8_49	chr8	50118477	50445428
m_chr8_50	chr8	50445836	51568510
m_chr8_51	chr8	51577069	51658303
m_chr8_52	chr8	51660927	55539862
m_chr8_53	chr8	55549053	55640154
m_chr8_54	chr8	55726281	55852607
m_chr8_55	chr8	55853198	55861727
m_chr8_56	chr8	55931515	57725665
m_chr8_57	chr8	57745206	58053735
m_chr8_58	chr8	58054310	58197718
m_chr8_59	chr8	58392389	61514131
m_chr8_60	chr8	61555712	62627436
m_chr8_61	chr8	62695705	66946342
m_chr8_62	chr8	66954190	67000341
m_chr8_63	chr8	67100485	68388652
m_chr8_64	chr8	68429433	69576864
m_chr8_65	chr8	69780174	75385373
m_chr8_66	chr8	75399907	78971364
m_chr8_67	chr8	78980144	79073440
m_chr8_68	chr8	79085411	79632861
m_chr8_69	chr8	79684319	79742460
m_chr8_70	chr8	79746561	79976128
m_chr8_71	chr8	79995246	79998184
m_chr8_72	chr8	79999056	80545799
m_chr8_73	chr8	80545967	81521066
m_chr8_74	chr8	81526198	81660516
m_chr8_75	chr8	81703735	81957118
m_chr8_76	chr8	81988639	82002711
m_chr8_77	chr8	82032193	83244681
m_chr8_78	chr8	83299366	83913273
m_chr8_79	chr8	83920116	86013373
m_chr8_80	chr8	86079071	87990404
m_chr8_81	chr8	88028092	90904203
m_chr8_82	chr8	90941390	94759598
m_chr8_83	chr8	94874353	95174890
m_chr8_84	chr8	95235965	95282873
m_chr8_85	chr8	95284882	95498851
m_chr8_86	chr8	95499425	96444880
m_chr8_87	chr8	96473473	96524732
m_chr8_88	chr8	96532308	96749684
m_chr8_89	chr8	96761697	99538012
m_chr8_90	chr8	99538688	99996266
m_chr8_91	chr8	100046543	102056789
m_chr8_92	chr8	102241386	102930645
m_chr8_93	chr8	102956688	102959591
m_chr8_94	chr8	102961170	105731923
m_chr8_95	chr8	106966991	107672970
m_chr8_96	chr8	107679645	107679665
m_chr8_97	chr8	107682240	107837029
m_chr8_98	chr8	107871104	108409071
m_chr8_99	chr8	108410890	108713744
m_chr8_100	chr8	108987644	111254405
m_chr8_101	chr8	114267826	115195013
m_chr8_102	chr8	115300139	115817056
m_chr8_103	chr8	115836182	118087236
m_chr8_104	chr8	119993028	121005793
m_chr8_105	chr8	121289641	121307562
m_chr8_106	chr8	121419533	121742856
m_chr8_107	chr8	121757689	122587601
m_chr8_108	chr8	122597356	122704023
m_chr8_109	chr8	122707428	123719313
m_chr8_110	chr8	123825766	124542433
m_chr8_111	chr8	125092789	125954942
m_chr8_112	chr8	125954973	126010681
m_chr8_113	chr8	126011020	126296727
m_chr8_114	chr8	126340803	126399114
m_chr8_115	chr8	126538624	126933720
m_chr8_116	chr8	126988226	127120955
m_chr8_117	chr8	127219265	129402815
m_chr8_118	chr8	129413911	129884923
m_chr8_119	chr8	129947766	134197239
m_chr8_120	chr8	134831916	135065561
m_chr8_121	chr8	135066183	136074123
m_chr8_122	chr8	137028230	137605021
m_chr8_123	chr8	137723345	140202684
m_chr8_124	chr8	140202811	140567692
m_chr8_125	chr8	140603845	141237907
m_chr8_126	chr8	141437576	141694775
m_chr8_127	chr8	141727083	142493491
m_chr8_128	chr8	142525477	142789990
m_chr8_129	chr8	142805354	143664441
m_chr8_130	chr8	143666342	146641761
m_chr8_131	chr8	146668955	146731570
m_chr8_132	chr8	146862029	148114156
m_chr8_133	chr8	148116312	150227982
m_chr8_134	chr8	150746468	153134123
m_chr8_135	chr8	153151223	153685454
m_chr8_136	chr8	154338736	155158675
m_chr8_137	chr8	156218714	158592399
m_chr8_138	chr8	158907375	159349555
m_chr8_139	chr8	159361810	161027733
m_chr8_140	chr8	165115653	165585335
m_chr8_141	chr8	165585549	165929505
m_chr8_142	chr8	165934952	166052544
m_chr8_143	chr8	167119343	169161049
m_chr8_144	chr8	169201176	170713305
m_chr8_145	chr8	170717777	171430283
m_chr8_146	chr8	171487219	172481624
m_chr8_147	chr8	172504787	175454411
m_chr8_148	chr8	175627975	175744569
m_chr8_149	chr8	176284835	176981889
m_chr8_150	chr8	176996735	180399060
m_chr8_151	chr8	180411666	180533040
m_chr8_152	chr8	180534375	180763995
m_chr8_153	chr8	181620371	182914754
m_chr8_154	chr8	184145724	184264443
m_chr8_155	chr8	184531285	184568682
m_chr8_156	chr8	184999289	185236343
m_chr8_157	chr8	186316818	186627986
m_chr8_158	chr8	186699287	187074517
m_chr8_159	chr8	187115588	187630415
m_chr8_160	chr8	187672713	190468922
m_chr8_161	chr8	190781450	191845138
m_chr9_1	chr9	1404188	3784947
m_chr9_2	chr9	3868189	4415843
m_chr9_3	chr9	4584749	5070695
m_chr9_4	chr9	5099848	5694158
m_chr9_5	chr9	5925608	7938840
m_chr9_6	chr9	7979020	9612892
m_chr9_7	chr9	9720526	9865703
m_chr9_8	chr9	9927404	10024935
m_chr9_9	chr9	10046267	10113634
m_chr9_10	chr9	10681009	11649711
m_chr9_11	chr9	12145547	12721683
m_chr9_12	chr9	12758969	13387595
m_chr9_13	chr9	13388974	13406781
m_chr9_14	chr9	13407286	13567584
m_chr9_15	chr9	13592581	17976973
m_chr9_16	chr9	18474633	19681784
m_chr9_17	chr9	19682860	19911511
m_chr9_18	chr9	19983961	21367034
m_chr9_19	chr9	21370706	21548568
m_chr9_20	chr9	22594047	25761404
m_chr9_21	chr9	25894118	27130379
m_chr9_22	chr9	27133909	27357616
m_chr9_23	chr9	27379483	28684021
m_chr9_24	chr9	28687136	30189315
m_chr9_25	chr9	30190946	35625682
m_chr9_26	chr9	35652840	40634503
m_chr9_27	chr9	40635795	41313346
m_chr9_28	chr9	41313607	41989021
m_chr9_29	chr9	41991957	42287486
m_chr9_30	chr9	42580756	43923137
m_chr9_31	chr9	45177465	45179042
m_chr9_32	chr9	45397408	45660928
m_chr9_33	chr9	45667794	46677036
m_chr9_34	chr9	46680587	47082697
m_chr9_35	chr9	47083813	47685552
m_chr9_36	chr9	47945156	48793761
m_chr9_37	chr9	49631372	51679313
m_chr9_38	chr9	51984577	52233812
m_chr9_39	chr9	52283252	53703882
m_chr9_40	chr9	53791397	55282488
m_chr9_41	chr9	55287816	55316394
m_chr9_42	chr9	55412475	58183065
m_chr9_43	chr9	59375299	60301290
m_chr9_44	chr9	60305455	61188979
m_chr9_45	chr9	62647983	64579087
m_chr9_46	chr9	64664820	65813321
m_chr9_47	chr9	65829348	65891474
m_chr9_48	chr9	65891534	66418058
m_chr9_49	chr9	66854710	66902413
m_chr9_50	chr9	67024261	67121074
m_chr9_51	chr9	67148711	68478777
m_chr9_52	chr9	68485866	68626366
m_chr9_53	chr9	68628620	69356619
m_chr9_54	chr9	69373817	70958996
m_chr9_55	chr9	70959223	71788842
m_chr9_56	chr9	71801723	72543858
m_chr9_57	chr9	72567117	72985455
m_chr9_58	chr9	72998745	74124586
m_chr9_59	chr9	74643552	75938061
m_chr9_60	chr9	77502593	77816519
m_chr9_61	chr9	77861307	79811320
m_chr9_62	chr9	80492427	81669243
m_chr9_63	chr9	81669345	81677402
m_chr9_64	chr9	81678836	82177473
m_chr9_65	chr9	82178284	83188983
m_chr9_66	chr9	83303363	83461830
m_chr9_67	chr9	84091248	84402090
m_chr9_68	chr9	84575678	84717591
m_chr9_69	chr9	85660136	86049148
m_chr9_70	chr9	86112700	87166037
m_chr9_71	chr9	87832770	88805348
m_chr9_72	chr9	89457347	90367382
m_chr9_73	chr9	92999333	95343731
m_chr9_74	chr9	95378031	95627420
m_chr9_75	chr9	95648370	96216176
m_chr9_76	chr9	96367853	98498837
m_chr9_77	chr9	98509337	98793351
m_chr9_78	chr9	99362306	100520289
m_chr9_79	chr9	100991008	102641480
m_chr9_80	chr9	102642173	104626494
m_chr9_81	chr9	104633063	107082463
m_chr9_82	chr9	107235986	116818164
m_chr9_83	chr9	117678103	118567029
m_chr9_84	chr9	118567454	119064271
m_chr9_85	chr9	119180923	124726345
m_chr9_86	chr9	125709716	127997993
m_chr9_87	chr9	128078851	129313155
m_chr9_88	chr9	129670454	132901948
m_chr9_89	chr9	132944614	133806371
m_chr9_90	chr9	133806576	134000774
m_chr9_91	chr9	134002833	134117660
m_chr9_92	chr9	134281382	135580008
m_chr9_93	chr9	135589924	136260053
m_chr9_94	chr9	136724243	139097911
m_chr9_95	chr9	139130202	139292665
m_chr9_96	chr9	139314173	139541006
m_chr9_97	chr9	139541285	139573108
m_chr9_98	chr9	139621898	140219815
m_chr9_99	chr9	140220484	140542875
m_chr9_100	chr9	140551014	140698382
m_chr9_101	chr9	140725048	140813802
m_chr9_102	chr9	140847433	141146136
m_chr9_103	chr9	141619800	146484673
m_chr9_104	chr9	146484736	147805735
m_chr9_105	chr9	147808693	150085375
m_chr9_106	chr9	150219545	150320606
m_chr9_107	chr9	150405201	151349945
m_chr9_108	chr9	152380009	157793066
m_chr9_109	chr9	157797749	158523737
m_chr9_110	chr9	158892960	159662742
m_chr9_111	chr9	160645116	165521352
m_chr9_112	chr9	165545579	165661591
m_chr9_113	chr9	165686625	166978501
m_chr9_114	chr9	167002109	167201455
m_chr9_115	chr9	167663930	168253177
m_chr9_116	chr9	168255570	168739898
m_chr9_117	chr9	168740755	169369554
m_chr9_118	chr9	169746599	170769745
m_chr9_119	chr9	170770753	171899056
m_chr9_120	chr9	172115449	173576024
m_chr9_121	chr9	174228054	174354561
m_chr9_122	chr9	174355874	174460092
m_chr9_123	chr9	174634739	174800402
m_chr9_124	chr9	175032613	175527784
m_chr9_125	chr9	178586944	179115556
m_chr9_126	chr9	179117920	179276726
m_chr9_127	chr9	183406212	183431558
m_chr10_1	chr10	1	34671
m_chr10_2	chr10	86110	405515
m_chr10_3	chr10	580489	811467
m_chr10_4	chr10	987281	3183749
m_chr10_5	chr10	5198976	7177738
m_chr10_6	chr10	7308073	7960194
m_chr10_7	chr10	7960406	8473431
m_chr10_8	chr10	10707828	10925062
m_chr10_9	chr10	12663083	13113085
m_chr10_10	chr10	13115361	14304573
m_chr10_11	chr10	18147091	18423009
m_chr10_12	chr10	21267804	21539892
m_chr10_13	chr10	21540141	22402130
m_chr10_14	chr10	26508324	27446159
m_chr10_15	chr10	27448763	27464754
m_chr10_16	chr10	27481705	27616886
m_chr10_17	chr10	28588413	30426927
m_chr10_18	chr10	30442710	30513458
m_chr10_19	chr10	30513557	32012766
m_chr10_20	chr10	32125946	32905725
m_chr10_21	chr10	32905954	33165416
m_chr10_22	chr10	33166140	36076891
m_chr10_23	chr10	36077081	36084668
m_chr10_24	chr10	36090134	37538175
m_chr10_25	chr10	37540918	37717728
m_chr10_26	chr10	37798419	38461090
m_chr10_27	chr10	39020490	40604696
m_chr10_28	chr10	40605217	41897527
m_chr10_29	chr10	42103822	42715943
m_chr10_30	chr10	42772436	44201955
m_chr10_31	chr10	44338333	45441619
m_chr10_32	chr10	45474979	45536773
m_chr10_33	chr10	45542484	47105993
m_chr10_34	chr10	47704336	49770210
m_chr10_35	chr10	49770595	50131212
m_chr10_36	chr10	50198195	50210877
m_chr10_37	chr10	50484688	51172909
m_chr10_38	chr10	51173086	51647402
m_chr10_39	chr10	51648179	51687298
m_chr10_40	chr10	51702078	53685060
m_chr10_41	chr10	53810628	54408630
m_chr10_42	chr10	55830874	56323337
m_chr10_43	chr10	56332679	56849796
m_chr10_44	chr10	56851706	56870259
m_chr10_45	chr10	56870565	58140868
m_chr10_46	chr10	58249984	61549427
m_chr10_47	chr10	61775975	62123354
m_chr10_48	chr10	62148522	65135680
m_chr10_49	chr10	65471425	67331803
m_chr10_50	chr10	67339339	70118546
m_chr10_51	chr10	70739983	72643742
m_chr10_52	chr10	72669740	72952693
m_chr10_53	chr10	72953399	73064571
m_chr10_54	chr10	73069419	73302101
m_chr10_55	chr10	73318386	73333062
m_chr10_56	chr10	73356175	73803718
m_chr10_57	chr10	73839457	74199045
m_chr10_58	chr10	74233429	74439522
m_chr10_59	chr10	74843496	74899906
m_chr10_60	chr10	74901212	77015163
m_chr10_61	chr10	77015399	77789184
m_chr10_62	chr10	77810327	79484625
m_chr10_63	chr10	79900769	80573204
m_chr10_64	chr10	80574015	80575359
m_chr10_65	chr10	80577596	80711466
m_chr10_66	chr10	80774177	81112476
m_chr10_67	chr10	82247383	82419295
m_chr10_68	chr10	82532744	82644922
m_chr10_69	chr10	83124189	83659457
m_chr10_70	chr10	83686697	84099558
m_chr10_71	chr10	84121823	84966948
m_chr10_72	chr10	86988537	91055518
m_chr10_73	chr10	91055672	91138996
m_chr10_74	chr10	92869212	92875422
m_chr10_75	chr10	92884239	93719339
m_chr10_76	chr10	94010450	101336705
m_chr10_77	chr10	101382034	102454287
m_chr10_78	chr10	102454427	105176573
m_chr10_79	chr10	105213583	105972722
m_chr10_80	chr10	106049086	106728015
m_chr10_81	chr10	106728106	107592955
m_chr10_82	chr10	107612614	108306444
m_chr10_83	chr10	108323069	108332665
m_chr10_84	chr10	108385851	108597697
m_chr10_85	chr10	108608608	108978316
m_chr10_86	chr10	109764105	109820808
m_chr10_87	chr10	109821718	110072894
m_chr10_88	chr10	110076123	110972129
m_chr10_89	chr10	111071171	112757999
m_chr10_90	chr10	112758081	113779433
m_chr10_91	chr10	113779638	114567453
m_chr10_92	chr10	114568391	114951624
m_chr10_93	chr10	115179852	117268420
m_chr10_94	chr10	117585914	117891370
m_chr10_95	chr10	117932957	121270825
m_chr10_96	chr10	121285106	123523409
m_chr10_97	chr10	123524987	126395415
m_chr10_98	chr10	126395958	126610989
m_chr10_99	chr10	126613587	127269935
m_chr10_100	chr10	127309622	127788707
m_chr10_101	chr10	127851665	128009828
m_chr10_102	chr10	128027769	128151374
m_chr10_103	chr10	128153668	130827272
m_chr10_104	chr10	130828685	130841866
m_chr10_105	chr10	130861572	130999696
m_chr10_106	chr10	131109066	131381492
m_chr10_107	chr10	131537201	131740366
m_chr10_108	chr10	133273432	136320985
m_chr10_109	chr10	136323174	138461396
m_chr10_110	chr10	138489378	138924989
m_chr10_111	chr10	138946912	139606293
m_chr10_112	chr10	139626611	140028427
m_chr10_113	chr10	140036126	140473695
m_chr10_114	chr10	140655393	140771381
m_chr10_115	chr10	140985739	141022377
m_chr10_116	chr10	141029039	141912527
m_chr10_117	chr10	142031669	142193814
m_chr10_118	chr10	142208127	142336949
m_chr10_119	chr10	142344468	142578744
m_chr10_120	chr10	142578968	143136470
m_chr10_121	chr10	143172157	143681791
m_chr10_122	chr10	143682961	143754897
m_chr10_123	chr10	143781645	145175061
m_chr10_124	chr10	145177198	145928763
m_chr10_125	chr10	146281731	146324888
m_chr10_126	chr10	146325797	146507850
m_chr10_127	chr10	146513011	146704824
m_chr10_128	chr10	146706927	147417334
m_chr10_129	chr10	147574849	147790377
m_chr10_130	chr10	147791776	147950182
m_chr10_131	chr10	148871151	150718438
m_chr10_132	chr10	150772568	151303731
m_chr10_133	chr10	151310089	152625491
m_chr10_134	chr10	153845061	153882457
m_chr10_135	chr10	153901591	157820823
m_chr10_136	chr10	157888091	160336144
m_chr10_137	chr10	160338441	161293884
m_chr10_138	chr10	162649332	164216132
m_chr10_139	chr10	165272135	165540419
m_chr10_140	chr10	165716079	165914204
m_chr10_141	chr10	167296253	170445976
m_chr10_142	chr10	170450355	170796607
m_chr10_143	chr10	170905538	170942772
m_chr10_144	chr10	170943410	170971086
m_chr10_145	chr10	170971602	171085963
m_chr10_146	chr10	171219511	171475895
m_chr10_147	chr10	172113141	175382362
m_chr10_148	chr10	177252878	178500045
m_chr11_1	chr11	1	272497
m_chr11_2	chr11	1394902	2047428
m_chr11_3	chr11	3960158	5127100
m_chr11_4	chr11	6141341	12099641
m_chr11_5	chr11	13180615	14817917
m_chr11_6	chr11	14920833	16030915
m_chr11_7	chr11	16394611	16407605
m_chr11_8	chr11	16410242	19092338
m_chr11_9	chr11	19094260	19163426
m_chr11_10	chr11	19168047	19275087
m_chr11_11	chr11	20021976	20129896
m_chr11_12	chr11	20331642	20373414
m_chr11_13	chr11	20382845	20580247
m_chr11_14	chr11	21363772	22217938
m_chr11_15	chr11	22417040	23176051
m_chr11_16	chr11	23333818	24495937
m_chr11_17	chr11	24519266	26028637
m_chr11_18	chr11	26033976	32121202
m_chr11_19	chr11	32135306	32483261
m_chr11_20	chr11	32714495	33857156
m_chr11_21	chr11	34040259	35045327
m_chr11_22	chr11	35736943	36311314
m_chr11_23	chr11	36464174	39131991
m_chr11_24	chr11	39141459	39641052
m_chr11_25	chr11	41343817	41557489
m_chr11_26	chr11	43238975	43975475
m_chr11_27	chr11	44013284	45655810
m_chr11_28	chr11	46591591	46626108
m_chr11_29	chr11	46701178	47734968
m_chr11_30	chr11	49012817	50198897
m_chr11_31	chr11	50228256	50247113
m_chr11_32	chr11	50301458	50723577
m_chr11_33	chr11	50725136	51647500
m_chr11_34	chr11	51679313	51932781
m_chr11_35	chr11	51933711	57124471
m_chr11_36	chr11	57126263	58427887
m_chr11_37	chr11	58510129	59271625
m_chr11_38	chr11	59744335	60265781
m_chr11_39	chr11	61119062	61323728
m_chr11_40	chr11	61610839	61742061
m_chr11_41	chr11	61758665	61771782
m_chr11_42	chr11	62832454	63437044
m_chr11_43	chr11	64183350	64347767
m_chr11_44	chr11	64347934	65905627
m_chr11_45	chr11	65916940	65930982
m_chr11_46	chr11	65937024	66183436
m_chr11_47	chr11	66188214	67201017
m_chr11_48	chr11	67213143	67243522
m_chr11_49	chr11	67244668	68142781
m_chr11_50	chr11	68171441	70908822
m_chr11_51	chr11	70957337	73742630
m_chr11_52	chr11	73759836	74423889
m_chr11_53	chr11	74424908	76207317
m_chr11_54	chr11	76249465	77555356
m_chr11_55	chr11	77557549	78854391
m_chr11_56	chr11	78857810	79295278
m_chr11_57	chr11	79297627	79590226
m_chr11_58	chr11	79623561	79802011
m_chr11_59	chr11	79802064	80166874
m_chr11_60	chr11	80445643	81228029
m_chr11_61	chr11	81462885	84700280
m_chr11_62	chr11	84700375	84707679
m_chr11_63	chr11	84709086	85234143
m_chr11_64	chr11	85234406	86105234
m_chr11_65	chr11	86108024	86751124
m_chr11_66	chr11	86751558	86762627
m_chr11_67	chr11	86763234	86764414
m_chr11_68	chr11	86773443	86780870
m_chr11_69	chr11	86792382	91729869
m_chr11_70	chr11	91745826	93879896
m_chr11_71	chr11	95586599	96238867
m_chr11_72	chr11	96251651	96436190
m_chr11_73	chr11	96480280	97171002
m_chr11_74	chr11	97171217	97207864
m_chr11_75	chr11	97208656	97262869
m_chr11_76	chr11	97311321	98315635
m_chr11_77	chr11	99762932	101170672
m_chr11_78	chr11	104036549	104767435
m_chr11_79	chr11	104930794	105194009
m_chr11_80	chr11	105301237	105443884
m_chr11_81	chr11	105444632	106164337
m_chr11_82	chr11	106164757	106757586
m_chr11_83	chr11	106773392	108288489
m_chr11_84	chr11	108465015	108479797
m_chr11_85	chr11	108481360	110097916
m_chr11_86	chr11	110108371	110927626
m_chr11_87	chr11	111279021	111820523
m_chr11_88	chr11	111820792	112711415
m_chr11_89	chr11	112738655	114293846
m_chr11_90	chr11	115361520	116317459
m_chr11_91	chr11	116406151	117463566
m_chr11_92	chr11	117484958	118615692
m_chr11_93	chr11	118617298	119033872
m_chr11_94	chr11	119034394	119274477
m_chr11_95	chr11	120651201	121628336
m_chr11_96	chr11	121637816	124014052
m_chr11_97	chr11	125077152	125674709
m_chr11_98	chr11	126047669	128681596
m_chr11_99	chr11	128695105	130719261
m_chr11_100	chr11	130924540	132187544
m_chr11_101	chr11	132191961	132953794
m_chr11_102	chr11	133546855	133582369
m_chr11_103	chr11	133647796	134626088
m_chr11_104	chr11	135750166	136143502
m_chr11_105	chr11	136151795	136232356
m_chr11_106	chr11	136232964	137486614
m_chr11_107	chr11	137487215	137651103
m_chr11_108	chr11	137652931	142326880
m_chr11_109	chr11	142437747	144750746
m_chr11_110	chr11	144902408	147204728
m_chr11_111	chr11	147278822	147591584
m_chr11_112	chr11	148346521	149287460
m_chr11_113	chr11	149288461	149551989
m_chr11_114	chr11	149723403	150875390
m_chr11_115	chr11	151008457	151066519
m_chr11_116	chr11	151124720	151285880
m_chr11_117	chr11	151314400	152007386
m_chr11_118	chr11	152197473	153360345
m_chr11_119	chr11	153361118	153589038
m_chr11_120	chr11	153776016	155143526
m_chr11_121	chr11	155524965	155551069
m_chr11_122	chr11	156972508	162261543
m_chr11_123	chr11	165160518	165572885
m_chr11_124	chr11	165577918	166036627
m_chr11_125	chr11	166045041	166772866
m_chr11_126	chr11	167727582	170930227
m_chr11_127	chr11	171971545	174768240
m_chr11_128	chr11	174879498	176258997
m_chr11_129	chr11	176650266	176908112
m_chr12_1	chr12	1	2608214
m_chr12_2	chr12	2628633	3317166
m_chr12_3	chr12	3321903	3894854
m_chr12_4	chr12	3960769	4992006
m_chr12_5	chr12	4995596	5019035
m_chr12_6	chr12	5146459	7221215
m_chr12_7	chr12	7232572	7700888
m_chr12_8	chr12	7986585	8365848
m_chr12_9	chr12	9035774	11126851
m_chr12_10	chr12	11995693	13224353
m_chr12_11	chr12	13474918	13925791
m_chr12_12	chr12	14406680	14682904
m_chr12_13	chr12	17659581	17677257
m_chr12_14	chr12	19400407	19463814
m_chr12_15	chr12	20666549	21832232
m_chr12_16	chr12	22064902	22660780
m_chr12_17	chr12	23364410	23402497
m_chr12_18	chr12	23559726	23566384
m_chr12_19	chr12	28134384	28532289
m_chr12_20	chr12	29127345	29159241
m_chr12_21	chr12	29172519	29415863
m_chr12_22	chr12	29416950	30577246
m_chr12_23	chr12	30632642	30754601
m_chr12_24	chr12	30761987	30863068
m_chr12_25	chr12	30980643	32814199
m_chr12_26	chr12	33005283	33933243
m_chr12_27	chr12	33933639	35411577
m_chr12_28	chr12	35645466	36194650
m_chr12_29	chr12	36228488	38009569
m_chr12_30	chr12	38010115	38917003
m_chr12_31	chr12	40144823	40720054
m_chr12_32	chr12	42144279	42337691
m_chr12_33	chr12	42856149	43898406
m_chr12_34	chr12	46642171	47981237
m_chr12_35	chr12	50580211	51005293
m_chr12_36	chr12	51005409	51019186
m_chr12_37	chr12	51024392	52849555
m_chr12_38	chr12	53531970	53800476
m_chr12_39	chr12	54767316	54962598
m_chr12_40	chr12	54984932	58575101
m_chr12_41	chr12	59002648	60446718
m_chr12_42	chr12	60578380	61160484
m_chr12_43	chr12	61430619	63221497
m_chr12_44	chr12	63227066	63283592
m_chr12_45	chr12	63286466	63564156
m_chr12_46	chr12	63574309	66496822
m_chr12_47	chr12	66512303	67527414
m_chr12_48	chr12	67548979	67873596
m_chr12_49	chr12	68028011	68947999
m_chr12_50	chr12	68948515	70312164
m_chr12_51	chr12	70356948	70804140
m_chr12_52	chr12	70808867	71544158
m_chr12_53	chr12	71545967	76220292
m_chr12_54	chr12	76242721	77812504
m_chr12_55	chr12	77843322	78090048
m_chr12_56	chr12	78100857	80492562
m_chr12_57	chr12	80492707	80523789
m_chr12_58	chr12	80523866	83200931
m_chr12_59	chr12	83201222	83224018
m_chr12_60	chr12	83226615	83240031
m_chr12_61	chr12	83240044	85698395
m_chr12_62	chr12	85705465	88180654
m_chr12_63	chr12	88240845	88902925
m_chr12_64	chr12	89164836	91378313
m_chr12_65	chr12	91736329	92406500
m_chr12_66	chr12	92877994	93019548
m_chr12_67	chr12	93027944	93235449
m_chr12_68	chr12	93245902	94875073
m_chr12_69	chr12	94875480	95386295
m_chr12_70	chr12	95394116	99161763
m_chr12_71	chr12	99167334	99189963
m_chr12_72	chr12	99192198	99260775
m_chr12_73	chr12	99261362	99371129
m_chr12_74	chr12	99371531	99380580
m_chr12_75	chr12	99380934	100231063
m_chr12_76	chr12	100842739	100867952
m_chr12_77	chr12	100870443	103138058
m_chr12_78	chr12	103943962	106353488
m_chr12_79	chr12	106355851	107228464
m_chr12_80	chr12	107229169	107306908
m_chr12_81	chr12	107307497	108108730
m_chr12_82	chr12	108112434	108247290
m_chr12_83	chr12	108731086	109631478
m_chr12_84	chr12	110048821	111188541
m_chr12_85	chr12	111208776	111347395
m_chr12_86	chr12	111400900	114892073
m_chr12_87	chr12	116845490	118818572
m_chr12_88	chr12	118856984	119112274
m_chr12_89	chr12	120355411	120523886
m_chr12_90	chr12	120619020	120889005
m_chr12_91	chr12	120889869	121554737
m_chr12_92	chr12	121588435	124135013
m_chr12_93	chr12	124147876	127482933
m_chr12_94	chr12	128160715	129202913
m_chr12_95	chr12	129203139	130592899
m_chr12_96	chr12	130593134	130597668
m_chr12_97	chr12	130602865	131079613
m_chr12_98	chr12	131079946	131293917
m_chr12_99	chr12	131603723	131995641
m_chr12_100	chr12	132092775	132519121
m_chr12_101	chr12	132622060	133559589
m_chr12_102	chr12	133571106	134782535
m_chr12_103	chr12	134863830	137188028
m_chr12_104	chr12	137238163	138588315
m_chr12_105	chr12	138589295	138695349
m_chr12_106	chr12	138696874	140299662
m_chr12_107	chr12	140363129	144404873
m_chr12_108	chr12	145055256	146396495
m_chr12_109	chr12	146399534	146567538
m_chr12_110	chr12	146576122	146699957
m_chr12_111	chr12	147324382	149189554
m_chr12_112	chr12	149760415	154667984
m_chr12_113	chr12	154668612	156264359
m_chr12_114	chr12	156900573	157302125
m_chr12_115	chr12	158453773	158813076
m_chr12_116	chr12	159417529	159490026
m_chr12_117	chr12	159605332	160725022
m_chr12_118	chr12	163224108	170528886
m_chr13_1	chr13	1	4673870
m_chr13_2	chr13	4674111	5252440
m_chr13_3	chr13	5822132	6342223
m_chr13_4	chr13	6380253	7479658
m_chr13_5	chr13	7513607	7622879
m_chr13_6	chr13	7626048	8848622
m_chr13_7	chr13	8851733	10117103
m_chr13_8	chr13	10117584	11841765
m_chr13_9	chr13	13474011	13546516
m_chr13_10	chr13	14296248	17929633
m_chr13_11	chr13	18132696	18550479
m_chr13_12	chr13	20593396	21577533
m_chr13_13	chr13	24326280	24488634
m_chr13_14	chr13	24489397	26540853
m_chr13_15	chr13	26668630	26670120
m_chr13_16	chr13	26678447	26689265
m_chr13_17	chr13	26699068	26768566
m_chr13_18	chr13	26771122	27680490
m_chr13_19	chr13	27731657	29806379
m_chr13_20	chr13	29809099	32269032
m_chr13_21	chr13	32283557	34946178
m_chr13_22	chr13	34946317	38866045
m_chr13_23	chr13	40184790	40992587
m_chr13_24	chr13	40994359	41504764
m_chr13_25	chr13	41598321	41840585
m_chr13_26	chr13	42141458	45504183
m_chr13_27	chr13	45521272	45563659
m_chr13_28	chr13	45597735	46104269
m_chr13_29	chr13	47451476	47680766
m_chr13_30	chr13	47684559	48058697
m_chr13_31	chr13	48604967	50337968
m_chr13_32	chr13	51013665	51399140
m_chr13_33	chr13	52656231	53274191
m_chr13_34	chr13	53324099	54073947
m_chr13_35	chr13	54967170	55327271
m_chr13_36	chr13	55361557	55525835
m_chr13_37	chr13	55561147	55657927
m_chr13_38	chr13	55716996	58804586
m_chr13_39	chr13	58829291	58902293
m_chr13_40	chr13	59148177	59536966
m_chr13_41	chr13	59687827	59764611
m_chr13_42	chr13	59821620	61775361
m_chr13_43	chr13	61843886	65990475
m_chr13_44	chr13	66081018	66108941
m_chr13_45	chr13	66113936	67401560
m_chr13_46	chr13	68782622	69165230
m_chr13_47	chr13	69733622	70439403
m_chr13_48	chr13	70490538	74167572
m_chr13_49	chr13	74179974	74725326
m_chr13_50	chr13	74725677	74982178
m_chr13_51	chr13	75004902	76293396
m_chr13_52	chr13	76351381	76682367
m_chr13_53	chr13	77200513	78869425
m_chr13_54	chr13	79875101	80660151
m_chr13_55	chr13	80705031	84107899
m_chr13_56	chr13	84154874	84582519
m_chr13_57	chr13	84638532	85471011
m_chr13_58	chr13	85511325	86380489
m_chr13_59	chr13	86853540	88307930
m_chr13_60	chr13	88393261	90073303
m_chr13_61	chr13	90075513	91420274
